,customer_id,Customer_Full_Name,country,rating,Genre,rental_rate,rental_duration,inventory_id,film_id,staff_id,Employee_full_Name,Actor_Full_Name,movie_title,rental_id,rental_date,return_date,store_id,payment_id,payment_amount,Revenue,Sales_Rating
113,114,GRACE ELLIS,Germany,NC-17,Children,4.99,5,303,68,1,Mike Hillyer,CHRISTIAN AKROYD,BETRAYED REAR,205,2005-05-26 07:59:37.000,2005-05-29 09:43:37.000,1,3058,4.99,24.950000000000003,Above Average
114,115,WENDY HARRISON,Mexico,R,Games,0.99,5,1859,406,1,Mike Hillyer,JAYNE NEESON,HAUNTING PIANIST,915,2005-05-30 11:20:27.000,2005-06-02 11:55:27.000,1,3091,0.99,4.95,below average
115,116,VICTORIA GIBSON,Indonesia,R,Horror,4.99,6,40,8,1,Mike Hillyer,FAY KILMER,AIRPORT POLLOCK,1058,2005-05-31 08:04:17.000,2005-06-03 11:12:17.000,1,3121,4.99,29.94,Above Average
116,117,EDITH MCDONALD,India,NC-17,Action,0.99,3,500,111,1,Mike Hillyer,ED CHASE,CADDYSHACK JEDI,700,2005-05-29 02:18:54.000,2005-05-30 05:54:54.000,1,3148,0.99,2.9699999999999998,below average
117,118,KIM CRUZ,United States,PG-13,Drama,4.99,4,3371,739,2,Jon Stephens,SISSY SOBIESKI,ROCKY WAR,351,2005-05-27 05:39:03.000,2005-06-01 11:10:03.000,2,3167,5.99,19.96,Above Average
118,119,SHERRY MARSHALL,Egypt,R,Music,0.99,5,239,54,2,Jon Stephens,JOHNNY LOLLOBRIGIDA,BANGER PINOCCHIO,67,2005-05-25 09:41:01.000,2005-05-27 13:46:01.000,2,3188,0.99,4.95,below average
119,120,SYLVIA ORTIZ,Colombia,G,Travel,4.99,3,4029,878,2,Jon Stephens,MILLA PECK,TEEN APOLLO,68,2005-05-25 09:47:31.000,2005-05-31 10:20:31.000,2,3222,7.99,14.97,below average
120,121,JOSEPHINE GOMEZ,India,R,Foreign,4.99,7,4395,961,1,Mike Hillyer,MENA TEMPLE,WASH HEAVENLY,217,2005-05-26 09:24:26.000,2005-05-31 03:24:26.000,1,3254,4.99,34.93,Above Average
121,122,THELMA MURRAY,Peru,NC-17,Games,0.99,4,3693,807,2,Jon Stephens,RALPH CRUZ,SLEUTH ORIENT,853,2005-05-30 01:43:31.000,2005-06-01 02:05:31.000,2,3280,0.99,3.96,below average
122,123,SHANNON FREEMAN,India,PG-13,Sports,2.99,6,3572,782,1,Mike Hillyer,CHRISTIAN GABLE,SHAKESPEARE SADDLE,992,2005-05-30 23:47:56.000,2005-06-05 19:01:56.000,1,3312,2.99,17.94,Above Average
123,124,SHEILA WELLS,Turkey,PG-13,Classics,0.99,4,1197,266,1,Mike Hillyer,BOB FAWCETT,DYNAMITE TARZAN,775,2005-05-29 13:23:26.000,2005-05-30 07:53:26.000,1,3336,0.99,3.96,below average
124,125,ETHEL WEBB,South Africa,PG-13,Documentary,2.99,6,2598,571,2,Jon Stephens,JOHNNY LOLLOBRIGIDA,METAL ARMAGEDDON,185,2005-05-26 05:30:03.000,2005-06-02 09:48:03.000,2,3354,3.99,17.94,Above Average
125,126,ELLEN SIMPSON,Brazil,PG-13,Foreign,4.99,6,2580,565,1,Mike Hillyer,SANDRA PECK,MATRIX SNOWMAN,9,2005-05-25 00:00:40.000,2005-05-28 00:22:40.000,1,3386,4.99,29.94,Above Average
126,127,ELAINE STEVENS,Russian Federation,PG,Travel,0.99,3,2993,656,1,Mike Hillyer,MEG HAWKE,PAPI NECKLACE,452,2005-05-27 19:30:33.000,2005-05-30 20:53:33.000,1,3414,0.99,2.9699999999999998,below average
127,128,MARJORIE TUCKER,Poland,R,Music,4.99,6,387,86,2,Jon Stephens,KEVIN BLOOM,BOOGIE AMELIE,888,2005-05-30 07:13:14.000,2005-06-06 09:50:14.000,2,3438,5.99,29.94,Above Average
128,129,CARRIE PORTER,China,PG-13,Travel,0.99,3,2287,496,2,Jon Stephens,ANGELA HUDSON,KICK SAVANNAH,1732,2005-06-16 15:34:41.000,2005-06-18 13:05:41.000,2,3470,0.99,2.9699999999999998,below average
129,130,CHARLOTTE HUNTER,Brazil,G,Family,2.99,7,367,80,1,Mike Hillyer,FRED COSTNER,BLANKET BEVERLY,1,2005-05-24 22:53:30.000,2005-05-26 22:04:30.000,1,3504,2.99,20.93,Above Average
130,131,MONICA HICKS,Ukraine,PG,Action,2.99,6,1139,252,2,Jon Stephens,MILLA PECK,DREAM PICKUP,55,2005-05-25 08:26:13.000,2005-05-30 10:57:13.000,2,3528,2.99,17.94,Above Average
131,132,ESTHER CRAWFORD,South Africa,PG,Foreign,0.99,7,2714,595,1,Mike Hillyer,ANNE CRONYN,MOON BUNCH,1843,2005-06-16 23:53:42.000,2005-06-22 18:33:42.000,1,3558,0.99,6.93,below average
132,133,PAULINE HENRY,Mexico,PG,Sci-Fi,0.99,3,1718,374,1,Mike Hillyer,JOHNNY CAGE,GRAFFITI LOVE,275,2005-05-26 17:09:53.000,2005-06-04 22:35:53.000,1,3586,6.99,2.9699999999999998,below average
133,134,EMMA BOYD,Egypt,PG-13,Drama,0.99,5,360,79,1,Mike Hillyer,JENNIFER DAVIS,BLADE POLISH,366,2005-05-27 07:33:54.000,2005-06-04 01:55:54.000,1,3613,3.99,4.95,below average
134,135,JUANITA MASON,India,PG-13,Animation,4.99,5,4067,887,1,Mike Hillyer,KIRSTEN PALTROW,THIEF PELICAN,78,2005-05-25 11:35:18.000,2005-05-31 12:48:18.000,1,3636,5.99,24.950000000000003,Above Average
135,136,ANITA MORALES,India,R,Children,2.99,5,1632,356,2,Jon Stephens,MATTHEW LEIGH,GIANT TROOPERS,1150,2005-05-31 21:20:09.000,2005-06-03 19:15:09.000,2,3666,2.99,14.950000000000001,below average
136,137,RHONDA KENNEDY,Netherlands,NC-17,Comedy,2.99,3,3203,704,1,Mike Hillyer,CAMERON STREEP,PURE RUNNER,925,2005-05-30 12:13:52.000,2005-06-02 14:41:52.000,1,3681,2.99,8.97,below average
137,138,HAZEL WARREN,China,R,Horror,2.99,3,1905,415,1,Mike Hillyer,VIVIEN BERGEN,HIGH ENCINO,523,2005-05-28 03:53:26.000,2005-05-31 05:58:26.000,1,3720,2.99,8.97,below average
138,139,AMBER DIXON,Taiwan,R,Games,2.99,4,1062,236,2,Jon Stephens,CHRISTIAN GABLE,DIVINE RESURRECTION,1169,2005-06-14 23:42:56.000,2005-06-16 04:02:56.000,2,3754,2.99,11.96,below average
139,140,EVA RAMOS,United States,NC-17,Travel,4.99,6,769,167,1,Mike Hillyer,CAMERON WRAY,COMA HEAD,1586,2005-06-16 04:51:18.000,2005-06-21 06:54:18.000,1,3781,4.99,29.94,Above Average
140,141,DEBBIE REYES,Japan,PG-13,Family,2.99,5,2835,621,2,Jon Stephens,KIRK JOVOVICH,NETWORK PEAK,930,2005-05-30 12:44:57.000,2005-06-04 10:53:57.000,2,3799,2.99,14.950000000000001,below average
141,142,APRIL BURNS,United Kingdom,PG-13,Foreign,4.99,4,4443,971,2,Jon Stephens,ED CHASE,WHALE BIKINI,11,2005-05-25 00:09:02.000,2005-06-02 20:56:02.000,2,3831,8.99,19.96,Above Average
142,143,LESLIE GORDON,Turkey,PG,Travel,2.99,5,3578,783,1,Mike Hillyer,CUBA OLIVIER,SHANE DARKNESS,221,2005-05-26 10:14:09.000,2005-05-29 05:57:09.000,1,3857,2.99,14.950000000000001,below average
143,144,CLARA SHAW,Belarus,PG-13,Drama,2.99,6,2362,514,1,Mike Hillyer,JOE SWANK,LEBOWSKI SOLDIERS,323,2005-05-27 00:49:27.000,2005-05-30 03:12:27.000,1,3879,2.99,17.94,Above Average
144,145,LUCILLE HOLMES,South Africa,R,Action,0.99,4,4500,982,1,Mike Hillyer,NICK STALLONE,WOMEN DORADO,500,2005-05-28 01:05:25.000,2005-05-31 20:04:25.000,1,3921,0.99,3.96,below average
145,146,JAMIE RICE,United States,G,Animation,4.99,5,3683,805,2,Jon Stephens,GRACE MOSTEL,SLEEPLESS MONSOON,762,2005-05-29 11:15:51.000,2005-06-06 07:48:51.000,2,3949,7.99,24.950000000000003,Above Average
146,147,JOANNE ROBERTSON,Japan,PG-13,Drama,0.99,5,2324,504,1,Mike Hillyer,NATALIE HOPKINS,KWAI HOMEWARD,362,2005-05-27 07:10:25.000,2005-06-01 08:34:25.000,1,3978,0.99,4.95,below average
147,148,ELEANOR HUNT,Runion,PG-13,Classics,4.99,6,3160,694,1,Mike Hillyer,CHRISTIAN GABLE,PREJUDICE OLEANDER,682,2005-05-28 23:53:18.000,2005-05-29 19:14:18.000,1,4012,4.99,29.94,Above Average
148,149,VALERIE BLACK,United States,G,Animation,4.99,5,1069,239,1,Mike Hillyer,KIRK JOVOVICH,DOGMA FAMILY,764,2005-05-29 11:37:35.000,2005-05-31 16:47:35.000,1,4058,4.99,24.950000000000003,Above Average
149,150,DANIELLE DANIELS,Mexico,PG-13,Sports,2.99,4,1152,254,1,Mike Hillyer,UMA WOOD,DRIVER ANNIE,422,2005-05-27 15:31:55.000,2005-06-01 11:47:55.000,1,4084,3.99,11.96,below average
150,151,MEGAN PALMER,China,G,Animation,4.99,5,1070,239,2,Jon Stephens,KIRK JOVOVICH,DOGMA FAMILY,164,2005-05-26 02:26:49.000,2005-05-28 00:32:49.000,2,4109,4.99,24.950000000000003,Above Average
151,152,ALICIA MILLS,India,NC-17,Music,4.99,6,1156,255,2,Jon Stephens,MATTHEW JOHANSSON,DRIVING POLISH,359,2005-05-27 06:48:33.000,2005-05-29 03:55:33.000,2,4136,4.99,29.94,Above Average
152,153,SUZANNE NICHOLS,Indonesia,PG,Documentary,0.99,3,1336,295,1,Mike Hillyer,FRANCES DAY-LEWIS,EXPENDABLE STALLION,2224,2005-06-18 03:33:58.000,2005-06-18 22:10:58.000,1,4157,0.99,2.9699999999999998,below average
153,154,MICHELE GRANT,China,R,Family,2.99,6,4463,975,1,Mike Hillyer,REESE KILMER,WILLOW TRACY,469,2005-05-27 21:14:26.000,2005-06-05 21:51:26.000,1,4181,5.99,17.94,Above Average
154,155,GAIL KNIGHT,Switzerland,NC-17,Games,2.99,3,2232,483,1,Mike Hillyer,ELVIS MARX,JERICHO MULAN,568,2005-05-28 09:57:36.000,2005-05-31 15:44:36.000,1,4211,2.99,8.97,below average
155,156,BERTHA FERGUSON,Nigeria,NC-17,Music,4.99,5,1096,244,2,Jon Stephens,AUDREY OLIVIER,DORADO NOTTING,899,2005-05-30 09:29:30.000,2005-06-06 12:39:30.000,2,4236,6.99,24.950000000000003,Above Average
156,157,DARLENE ROSE,North Korea,PG-13,Animation,0.99,3,4369,953,2,Jon Stephens,WOODY HOFFMAN,WAIT CIDER,352,2005-05-27 05:48:19.000,2005-05-29 09:05:19.000,2,4261,0.99,2.9699999999999998,below average
157,158,VERONICA STONE,United States,PG,Sports,4.99,7,3045,668,2,Jon Stephens,AUDREY OLIVIER,PEAK FOREVER,245,2005-05-26 13:46:59.000,2005-05-27 09:58:59.000,2,4292,4.99,34.93,Above Average
158,159,JILL HAWKINS,Austria,G,Classics,2.99,6,2520,554,2,Jon Stephens,GRACE MOSTEL,MALKOVICH PET,475,2005-05-27 22:16:26.000,2005-05-28 19:58:26.000,2,4324,2.99,17.94,Above Average
159,160,ERIN DUNN,Russian Federation,PG-13,Documentary,4.99,6,2157,466,2,Jon Stephens,BURT DUKAKIS,INTOLERABLE INTENTIONS,2314,2005-06-18 09:03:19.000,2005-06-19 12:14:19.000,2,4345,4.99,29.94,Above Average
160,161,GERALDINE PERKINS,Israel,PG-13,Children,2.99,7,3349,735,2,Jon Stephens,MILLA PECK,ROBBERS JOON,428,2005-05-27 16:10:58.000,2005-05-31 17:24:58.000,2,4372,2.99,20.93,Above Average
161,162,LAUREN HUDSON,France,PG-13,Foreign,0.99,4,2486,545,1,Mike Hillyer,FRANCES DAY-LEWIS,MADNESS ATTACKS,285,2005-05-26 19:41:40.000,2005-05-31 16:58:40.000,1,4402,1.99,3.96,below average
162,163,CATHY SPENCER,Japan,PG-13,Documentary,4.99,6,982,219,2,Jon Stephens,TIM HACKMAN,DEEP CRUSADE,1265,2005-06-15 07:00:50.000,2005-06-19 12:27:50.000,2,4422,4.99,29.94,Above Average
163,164,JOANN GARDNER,Turkey,R,Animation,0.99,3,118,23,2,Jon Stephens,PENELOPE GUINESS,ANACONDA CONFESSIONS,1011,2005-05-31 02:05:39.000,2005-06-04 21:27:39.000,2,4451,1.99,2.9699999999999998,below average
164,165,LORRAINE STEPHENS,China,NC-17,Sports,4.99,5,2596,570,2,Jon Stephens,FRANCES DAY-LEWIS,MERMAID INSECTS,338,2005-05-27 03:42:52.000,2005-06-01 05:23:52.000,2,4467,4.99,24.950000000000003,Above Average
165,166,LYNN PAYNE,Malawi,G,Documentary,0.99,3,2968,650,1,Mike Hillyer,JOHNNY LOLLOBRIGIDA,PACIFIC AMISTAD,662,2005-05-28 21:09:31.000,2005-06-01 19:00:31.000,1,4488,1.99,2.9699999999999998,below average
166,167,SALLY PIERCE,India,NC-17,Comedy,2.99,7,1896,413,1,Mike Hillyer,JAYNE NEESON,HEDWIG ALTER,280,2005-05-26 18:36:58.000,2005-05-27 23:42:58.000,1,4516,2.99,20.93,Above Average
167,168,REGINA BERRY,China,PG-13,Sci-Fi,0.99,3,1293,285,2,Jon Stephens,MENA TEMPLE,ENGLISH BULWORTH,404,2005-05-27 13:31:51.000,2005-05-30 16:58:51.000,2,4548,0.99,2.9699999999999998,below average
168,169,ERICA MATTHEWS,China,R,Children,2.99,4,266,59,2,Jon Stephens,SCARLETT DAMON,BEAR GRACELAND,527,2005-05-28 04:28:38.000,2005-06-02 08:19:38.000,2,4582,3.99,11.96,below average
169,170,BEATRICE ARNOLD,India,R,Travel,2.99,3,4005,872,1,Mike Hillyer,MILLA KEITEL,SWEET BROTHERHOOD,211,2005-05-26 08:33:10.000,2005-05-28 14:09:10.000,1,4604,2.99,8.97,below average
170,171,DOLORES WAGNER,Malaysia,G,Children,4.99,3,3909,853,2,Jon Stephens,HELEN VOIGHT,STRANGER STRANGERS,804,2005-05-29 18:10:24.000,2005-06-06 22:53:24.000,2,4630,9.99,14.97,below average
171,172,BERNICE WILLIS,Turkey,PG-13,Music,2.99,7,2469,540,2,Jon Stephens,NICK WAHLBERG,LUCKY FLYING,449,2005-05-27 19:13:15.000,2005-06-04 01:08:15.000,2,4656,3.99,20.93,Above Average
172,173,AUDREY RAY,Austria,PG,Travel,2.99,7,2938,645,2,Jon Stephens,FRANCES DAY-LEWIS,OTHERS SOUP,578,2005-05-28 11:15:48.000,2005-06-02 09:59:48.000,2,4689,2.99,20.93,Above Average
173,174,YVONNE WATKINS,Venezuela,PG,Games,0.99,3,1761,382,1,Mike Hillyer,CAMERON ZELLWEGER,GRIT CLOCKWORK,41,2005-05-25 05:12:29.000,2005-06-02 00:28:29.000,1,4718,5.99,2.9699999999999998,below average
174,175,ANNETTE OLSON,India,NC-17,Drama,0.99,6,1842,401,2,Jon Stephens,TIM HACKMAN,HAROLD FRENCH,1495,2005-06-15 21:54:31.000,2005-06-19 00:08:31.000,2,4739,0.99,5.9399999999999995,below average
175,176,JUNE CARROLL,Algeria,PG-13,Drama,0.99,7,2873,630,1,Mike Hillyer,MINNIE ZELLWEGER,NOTTING SPEAKEASY,172,2005-05-26 03:17:42.000,2005-05-29 04:11:42.000,1,4763,0.99,6.93,below average
176,177,SAMANTHA DUNCAN,Mexico,PG,Children,2.99,6,2767,608,1,Mike Hillyer,KIRK JOVOVICH,MURDER ANTITRUST,1393,2005-06-15 16:12:50.000,2005-06-19 10:40:50.000,1,4800,2.99,17.94,Above Average
177,178,MARION SNYDER,Brazil,R,Travel,4.99,4,4535,989,1,Mike Hillyer,VAL BOLGER,WORKING MICROCOSMOS,1292,2005-06-15 09:03:52.000,2005-06-21 07:53:52.000,1,4823,6.99,19.96,Above Average
178,179,DANA HART,Russian Federation,PG,Children,0.99,6,3131,688,1,Mike Hillyer,VIVIEN BERGEN,POLISH BROOKLYN,502,2005-05-28 01:34:43.000,2005-05-31 01:02:43.000,1,4862,0.99,5.9399999999999995,below average
179,180,STACY CUNNINGHAM,Colombia,PG,New,2.99,6,1392,305,1,Mike Hillyer,MILLA PECK,FATAL HAUNTED,1122,2005-05-31 16:39:33.000,2005-06-04 17:25:33.000,1,4891,2.99,17.94,Above Average
180,181,ANA BRADLEY,United States,G,Sports,4.99,3,3481,763,2,Jon Stephens,CAMERON WRAY,SATISFACTION CONFIDENTIAL,579,2005-05-28 11:19:23.000,2005-06-02 13:51:23.000,2,4914,6.99,14.97,below average
181,182,RENEE LANE,United States,NC-17,Games,0.99,6,2941,646,2,Jon Stephens,ALEC WAYNE,OUTBREAK DIVINE,161,2005-05-26 01:51:48.000,2005-05-27 05:42:48.000,2,4948,0.99,5.9399999999999995,below average
182,183,IDA ANDREWS,Brazil,NC-17,Games,0.99,6,4358,949,1,Mike Hillyer,CUBA OLIVIER,VOLCANO TEXAS,382,2005-05-27 10:12:00.000,2005-05-31 15:03:00.000,1,4974,0.99,5.9399999999999995,below average
183,184,VIVIAN RUIZ,Netherlands,G,Family,2.99,6,190,43,1,Mike Hillyer,WOODY HOFFMAN,ATLANTIS CAUSE,196,2005-05-26 06:55:58.000,2005-05-27 10:54:58.000,1,4997,2.99,17.94,Above Average
184,185,ROBERTA HARPER,Iran,G,Foreign,2.99,5,3517,770,2,Jon Stephens,GRACE MOSTEL,SCISSORHANDS SLUMS,20,2005-05-25 01:48:41.000,2005-05-27 02:20:41.000,2,5020,2.99,14.950000000000001,below average
185,186,HOLLY FOX,India,PG-13,Action,0.99,6,1380,303,1,Mike Hillyer,NATALIE HOPKINS,FANTASY TROOPERS,581,2005-05-28 11:20:29.000,2005-06-04 12:37:29.000,1,5043,1.99,5.9399999999999995,below average
186,187,BRITTANY RILEY,Ukraine,NC-17,New,4.99,4,1203,267,1,Mike Hillyer,FRED COSTNER,EAGLES PANKY,252,2005-05-26 14:39:53.000,2005-06-02 14:48:53.000,1,5074,7.99,19.96,Above Average
187,188,MELANIE ARMSTRONG,Philippines,PG-13,Action,2.99,5,296,67,2,Jon Stephens,GRACE MOSTEL,BERETS AGENT,1527,2005-06-16 00:31:40.000,2005-06-21 05:20:40.000,2,5102,2.99,14.950000000000001,below average
188,189,LORETTA CARPENTER,Canada,G,Drama,4.99,3,4125,897,2,Jon Stephens,UMA WOOD,TORQUE BOUND,1117,2005-05-31 16:15:31.000,2005-06-04 17:20:31.000,2,5127,5.99,14.97,below average
189,190,YOLANDA WEAVER,Tanzania,G,Action,0.99,5,1920,417,2,Jon Stephens,VIVIEN BERGEN,HILLS NEIGHBORS,430,2005-05-27 16:22:10.000,2005-06-05 13:10:10.000,2,5149,4.99,4.95,below average
190,191,JEANETTE GREENE,Russian Federation,NC-17,Action,2.99,5,143,29,1,Mike Hillyer,BETTE NICHOLSON,ANTITRUST TOMATOES,1134,2005-05-31 19:14:15.000,2005-06-02 17:13:15.000,1,5176,2.99,14.950000000000001,below average
191,192,LAURIE LAWRENCE,India,PG,Sci-Fi,0.99,5,2744,602,1,Mike Hillyer,CHRISTIAN AKROYD,MOURNING PURPLE,895,2005-05-30 08:50:43.000,2005-06-05 10:58:43.000,1,5196,1.99,4.95,below average
192,193,KATIE ELLIOTT,Kenya,PG-13,Animation,2.99,4,1590,349,2,Jon Stephens,ELVIS MARX,GANGS PRIDE,273,2005-05-26 16:29:36.000,2005-05-29 18:49:36.000,2,5219,2.99,11.96,below average
193,194,KRISTEN CHAVEZ,Japan,PG-13,Animation,4.99,3,3973,865,2,Jon Stephens,JOHNNY LOLLOBRIGIDA,SUNRISE LEAGUE,334,2005-05-27 03:03:07.000,2005-05-29 03:54:07.000,2,5244,4.99,14.97,below average
194,195,VANESSA SIMS,Germany,R,Sports,4.99,6,1179,263,1,Mike Hillyer,MATTHEW JOHANSSON,DURHAM PANKY,4234,2005-07-07 13:01:35.000,2005-07-15 13:05:35.000,1,5262,6.99,29.94,Above Average
195,196,ALMA AUSTIN,Germany,PG-13,Documentary,4.99,3,3627,791,2,Jon Stephens,KENNETH PALTROW,SHOW LORD,106,2005-05-25 18:18:19.000,2005-06-04 00:01:19.000,2,5281,11.99,14.97,below average
196,197,SUE PETERS,China,G,Drama,0.99,3,1675,366,2,Jon Stephens,CHRISTIAN GABLE,GOLDFINGER SENSIBILITY,94,2005-05-25 16:03:42.000,2005-05-30 14:23:42.000,2,5316,2.99,2.9699999999999998,below average
197,198,ELSIE KELLEY,Nigeria,PG,Documentary,0.99,3,4417,966,1,Mike Hillyer,ED CHASE,WEDDING APOLLO,357,2005-05-27 06:37:15.000,2005-05-30 07:04:15.000,1,5356,0.99,2.9699999999999998,below average
198,199,BETH FRANKLIN,Vietnam,G,Sports,2.99,3,2381,519,1,Mike Hillyer,BETTE NICHOLSON,LIBERTY MAGNIFICENT,499,2005-05-28 01:05:07.000,2005-06-05 19:54:07.000,1,5393,7.99,8.97,below average
199,200,JEANNE LAWSON,Turkmenistan,G,Games,4.99,3,207,46,2,Jon Stephens,DUSTIN TAUTOU,AUTUMN CROW,270,2005-05-26 16:20:56.000,2005-06-03 12:40:56.000,2,5418,9.99,14.97,below average
200,201,VICKI FIELDS,Germany,PG-13,Family,2.99,5,2830,621,1,Mike Hillyer,KIRK JOVOVICH,NETWORK PEAK,311,2005-05-26 22:51:37.000,2005-06-01 00:02:37.000,1,5445,3.99,14.950000000000001,below average
201,202,CARLA GUTIERREZ,India,PG-13,Horror,2.99,4,164,35,1,Mike Hillyer,GRACE MOSTEL,ARACHNOPHOBIA ROLLERCOASTER,1474,2005-06-15 20:55:42.000,2005-06-19 02:41:42.000,1,5470,2.99,11.96,below average
202,203,TARA RYAN,Indonesia,NC-17,Sci-Fi,0.99,3,2851,625,1,Mike Hillyer,WOODY HOFFMAN,NONE SPIKING,314,2005-05-26 23:09:41.000,2005-05-28 22:49:41.000,1,5496,0.99,2.9699999999999998,below average
203,204,ROSEMARY SCHMIDT,Turkey,PG-13,New,0.99,6,4352,948,2,Jon Stephens,VIVIEN BERGEN,VOICE PEACH,251,2005-05-26 14:35:40.000,2005-05-29 17:17:40.000,2,5516,0.99,5.9399999999999995,below average
204,205,EILEEN CARR,Paraguay,NC-17,Sports,2.99,6,3534,773,1,Mike Hillyer,ADAM GRANT,SEABISCUIT PUNK,1238,2005-06-15 04:49:08.000,2005-06-20 00:06:08.000,1,5551,2.99,17.94,Above Average
205,206,TERRI VASQUEZ,Brazil,R,Children,0.99,7,3596,786,2,Jon Stephens,SYLVESTER DERN,SHEPHERD MIDSUMMER,1872,2005-06-17 02:27:03.000,2005-06-20 22:41:03.000,2,5569,0.99,6.93,below average
206,207,GERTRUDE CASTILLO,Greenland,R,Games,0.99,6,4466,976,1,Mike Hillyer,CHARLIZE DENCH,WIND PHANTOM,39,2005-05-25 04:51:46.000,2005-05-31 03:14:46.000,1,5596,0.99,5.9399999999999995,below average
207,208,LUCY WHEELER,India,PG-13,Documentary,2.99,6,2599,571,1,Mike Hillyer,JOHNNY LOLLOBRIGIDA,METAL ARMAGEDDON,100,2005-05-25 16:50:28.000,2005-06-02 22:11:28.000,1,5630,4.99,17.94,Above Average
208,209,TONYA CHAPMAN,India,NC-17,Action,4.99,3,946,210,2,Jon Stephens,DUSTIN TAUTOU,DARKO DORADO,340,2005-05-27 03:55:25.000,2005-06-04 07:57:25.000,2,5656,9.99,14.97,below average
209,210,ELLA OLIVER,Yemen,NC-17,Sports,2.99,6,2194,474,1,Mike Hillyer,CARMEN HUNT,JADE BUNCH,953,2005-05-30 16:34:02.000,2005-05-31 20:34:02.000,1,5688,2.99,17.94,Above Average
210,211,STACEY MONTGOMERY,China,NC-17,Foreign,4.99,4,503,112,1,Mike Hillyer,BETTE NICHOLSON,CALENDAR GUNFIGHT,238,2005-05-26 12:30:22.000,2005-05-27 06:49:22.000,1,5719,4.99,19.96,Above Average
211,212,WILMA RICHARDS,United States,PG-13,Sports,0.99,5,1318,291,1,Mike Hillyer,ELVIS MARX,EVOLUTION ALTER,1356,2005-06-15 13:17:01.000,2005-06-19 16:22:01.000,1,5753,0.99,4.95,below average
212,213,GINA WILLIAMSON,Yemen,PG-13,Children,0.99,3,1565,344,2,Jon Stephens,KARL BERRY,FURY MURDER,385,2005-05-27 10:23:25.000,2005-05-30 15:27:25.000,2,5773,0.99,2.9699999999999998,below average
213,214,KRISTIN JOHNSTON,United States,PG-13,Music,0.99,6,2095,454,1,Mike Hillyer,VIVIEN BERGEN,IMPACT ALADDIN,242,2005-05-26 13:05:08.000,2005-06-02 15:26:08.000,1,5801,1.99,5.9399999999999995,below average
214,215,JESSIE BANKS,Bulgaria,NC-17,Comedy,4.99,3,4581,1000,1,Mike Hillyer,IAN TANDY,ZORRO ARK,711,2005-05-29 03:49:03.000,2005-05-31 08:29:03.000,1,5832,4.99,14.97,below average
215,216,NATALIE MEYER,Brazil,PG-13,Horror,4.99,7,4243,922,1,Mike Hillyer,TOM MIRANDA,UNDEFEATED DALMATIONS,997,2005-05-31 00:08:25.000,2005-06-02 00:17:25.000,1,5858,4.99,34.93,Above Average
216,217,AGNES BISHOP,India,PG-13,Music,2.99,7,2468,540,2,Jon Stephens,NICK WAHLBERG,LUCKY FLYING,828,2005-05-29 22:14:55.000,2005-05-30 17:22:55.000,2,5881,2.99,20.93,Above Average
217,218,VERA MCCOY,Afghanistan,R,Games,0.99,5,1862,406,1,Mike Hillyer,JAYNE NEESON,HAUNTING PIANIST,1459,2005-06-15 20:25:53.000,2005-06-22 23:34:53.000,1,5904,2.99,4.95,below average
218,219,WILLIE HOWELL,Argentina,PG-13,Classics,0.99,4,1019,228,1,Mike Hillyer,KENNETH TORN,DETECTIVE VISION,414,2005-05-27 14:48:20.000,2005-05-31 14:39:20.000,1,5922,0.99,3.96,below average
219,220,CHARLENE ALVAREZ,Tanzania,R,Music,0.99,7,3652,797,2,Jon Stephens,SANDRA PECK,SILENCE KANE,409,2005-05-27 14:10:58.000,2005-06-02 10:40:58.000,2,5948,0.99,6.93,below average
220,221,BESSIE MORRISON,Italy,PG-13,Action,4.99,7,4181,911,2,Jon Stephens,WOODY JOLIE,TRIP NEWTON,226,2005-05-26 10:44:04.000,2005-05-31 13:26:04.000,2,5975,4.99,34.93,Above Average
221,222,DELORES HANSEN,Russian Federation,NC-17,Children,2.99,5,2079,450,1,Mike Hillyer,TOM MCKELLEN,IDOLS SNATCHERS,5,2005-05-24 23:05:21.000,2005-06-02 04:33:21.000,1,6003,6.99,14.950000000000001,below average
222,223,MELINDA FERNANDEZ,Pakistan,PG-13,Family,2.99,6,1962,428,2,Jon Stephens,BOB FAWCETT,HOMICIDE PEACH,524,2005-05-28 03:57:28.000,2005-05-31 05:20:28.000,2,6024,2.99,17.94,Above Average
223,224,PEARL GARZA,India,R,Sports,2.99,4,887,197,1,Mike Hillyer,TIM HACKMAN,CRUSADE HONEY,1424,2005-06-15 18:08:14.000,2005-06-24 23:16:14.000,1,6041,7.99,11.96,below average
224,225,ARLENE HARVEY,India,NC-17,Music,4.99,5,1099,244,1,Mike Hillyer,AUDREY OLIVIER,DORADO NOTTING,812,2005-05-29 20:00:30.000,2005-05-30 19:43:30.000,1,6063,4.99,24.950000000000003,Above Average
225,226,MAUREEN LITTLE,Paraguay,PG,Animation,2.99,7,2929,644,2,Jon Stephens,BOB FAWCETT,OSCAR GOLD,3414,2005-06-21 16:58:50.000,2005-06-24 17:26:50.000,2,6089,2.99,20.93,Above Average
226,227,COLLEEN BURTON,Germany,PG,Comedy,4.99,6,3725,814,1,Mike Hillyer,SCARLETT BENING,SNATCH SLIPPER,111,2005-05-25 18:45:19.000,2005-05-28 17:18:19.000,1,6110,4.99,29.94,Above Average
